company_name,website,email,phone,date_added,emailed,attempts
arizonacouriers,https://arizonacouriers.com,info@arizonacouriers.com,,2026-08-25,Sent,1
amazon,https://amazon.com,info@amazon.com,,2026-08-25,Sent,1
pepboys,https://pepboys.com,info@pepboys.com,,2026-08-25,Sent,1
autotrader,https://autotrader.com,info@autotrader.com,,2026-08-25,Sent,1
poki,https://poki.com,advertising@poki.com,,2026-08-25,Sent,1
msn,https://msn.com,info@msn.com,,2026-08-25,Sent,1
hostinger,https://hostinger.com,info@hostinger.com,,2026-08-25,Sent,1
cpanel,https://cpanel.net,info@cpanel.net,,2026-08-25,Sent,1
performancefoodservice,https://performancefoodservice.com,info@performancefoodservice.com,,2026-08-25,Sent,1
commercialtruckingschool,https://commercialtruckingschool.com,contact@commercialtruckingschool.com,,2026-08-25,Sent,1
sportinglife,https://sportinglife.com,feedback@sportinglife.com,,2026-08-25,Sent,1
locations,https://locations.oreillyauto.com,info@locations.oreillyauto.com,,2026-08-25,Sent,1
fleetfeet,https://fleetfeet.com,info@fleetfeet.com,,2026-08-25,Sent,1
startyres,https://startyres.co.za,sales@startyres.co.za,+27 21 593 1156,2026-08-25,Sent,1
batteryexpress,http://batteryexpress.co.za,info@batteryexpress.co.za,,2026-08-25,Sent,1
openroadcarriers,https://openroadcarriers.co.za,info@openroadcarriers.co.za,082 843 1490,2026-08-25,Sent,1
signwraps,https://signwraps.co.za,info@signwraps.co.za,061 531 5087,2026-08-25,Sent,1
wajax,https://wajax.com,info@wajax.com,,2026-08-25,Sent,1
collivery,https://collivery.net,info@collivery.net,,2026-08-25,Sent,1
xjd,https://xjd.com,dennisdawn_colgan@yahoo.com,,2026-08-25,Sent,1
antonios,http://antonios.co.za,info@antonios.co.za,+27 21 862 6124,2026-08-25,Sent,1
procompare,https://procompare.co.za,info@procompare.co.za,021 286 6892,2026-08-25,Sent,1
bidvest,https://bidvest.co.za,info@bidvest.co.za,,2026-08-25,Sent,1
theairconguy,https://theairconguy.co.za,info@theairconguy.co.za,078 090 6074,2026-08-25,Sent,1
tableview,https://tableview.mccarthytoyota.co.za,info@tableview.mccarthytoyota.co.za,,2026-08-25,Sent,1
autopedigree,https://autopedigree.co.za,info@autopedigree.co.za,0000-60000060,2026-08-25,Sent,1
signarama,https://signarama.co.za,info@signarama.co.za,,2026-08-25,Sent,1
britsbrosparts,https://britsbrosparts.co.za,info@britsbrosparts.co.za,,2026-08-25,Sent,1
cmremovals,https://cmremovals.co.za,info@cmremovals.co.za,,2026-08-25,Sent,1
stores,https://stores.twt.co.za,info@stores.twt.co.za,,2026-08-25,Sent,1
capetownsigns,https://capetownsigns.co.za,info@capetownsigns.co.za,082 922 7666,2026-08-25,Sent,1
sports,https://sports.yahoo.com,re_logo@3x.png,,2026-08-26,Sent,1
race-era,https://race-era.co.za,sales@race-era.co.za,,2026-08-26,Sent,1
homedepot,https://homedepot.com,info@homedepot.com,,2026-08-26,Sent,1
carfax,https://carfax.com,info@carfax.com,,2026-08-26,Sent,1
crazygames,https://crazygames.com,general@crazygames.com,,2026-08-26,Sent,1
georgia,https://georgia.org,info@georgia.org,,2026-08-26,Sent,1
iracing,https://iracing.com,info@iracing.com,,2026-08-26,Sent,1
rola,https://rola.co.za,rola@rolagrp.co.za,,2026-08-26,Sent,1
gokartingusa,https://gokartingusa.com,contact@gokartingusa.com,,2026-08-26,Sent,1
kempston,https://kempston.co.za,info@kempston.co.za,021 511 8501,2026-08-26,Sent,1
fedex,https://fedex.com,info@fedex.com,,2026-08-26,Sent,1
chatfieldminishops,https://chatfieldminishops.com,info@chatfieldminishops.com,,2026-08-26,Sent,1
xtraactionsports,http://xtraactionsports.com,info@xtraactionsports.com,,2026-08-26,Sent,1
oards,https://oards.com,info@oards.com,,2026-08-26,Sent,1
cartrack,https://cartrack.co.za,haxo16@travel4all.org,0101410168,2026-08-26,Sent,1
riversideauto,https://riversideauto.co.za,info@riversideauto.co.za,021 592 0156,2026-08-26,Sent,1
nextdoor,https://nextdoor.com,info@nextdoor.com,,2026-08-26,Sent,1
instruqt,https://instruqt.com,info@instruqt.com,,2026-08-26,Sent,1
truckpaper,https://truckpaper.com,info@truckpaper.com,,2026-08-26,Sent,1
theengineerspost,https://theengineerspost.com,info@theengineerspost.com,,2026-08-26,Sent,1
bignumber1,https://bignumber1.com,info@bignumber1.com,,2026-08-26,Sent,1
sixt,https://sixt.com,info@sixt.com,,2026-08-26,Sent,1
cds,https://cds.co.za,info@cds.co.za,,2026-08-26,Sent,1
motorsport,https://motorsport.uol.com.br,sales@motorsport.com,,2026-08-26,Sent,1
willtheyfit,https://willtheyfit.com,info@willtheyfit.com,,2026-08-26,Sent,1
car,https://car.com,info@car.com,,2026-08-26,Sent,1
caranddriver,https://caranddriver.com,info@caranddriver.com,,2026-08-26,Sent,1
engine,https://engine.com,info@engine.com,,2026-08-26,Sent,1
motorsport,https://motorsport.com,sales@motorsport.com,,2026-08-26,Sent,1
tennesseedriversservices,https://tennesseedriversservices.org,info@tennesseedriversservices.org,,2026-08-26,Sent,1
eastonservicenter,https://eastonservicenter.com,info@eastonservicenter.com,,2026-08-28,Sent,1
eventbrite,https://eventbrite.com,info@eventbrite.com,,2026-08-28,Sent,1
chaseday,https://chaseday.com,info@chaseday.com,,2026-08-28,Sent,1
tristarmotors,https://tristarmotors.com,info@tristarmotors.com,,2026-08-28,Sent,1
autobarnsa,https://autobarnsa.com,info@autobarnsa.com,011 477 3612,2026-08-28,Sent,1
acehardware,https://acehardware.com,returns@marlonproducts.com,044435922353,2026-08-28,Sent,1
normreeveswestcovina,https://normreeveswestcovina.com,info@normreeveswestcovina.com,,2026-08-28,Sent,1
shinycarstuff,https://shinycarstuff.com,info@shinycarstuff.com,,2026-08-28,Sent,1
daily,https://daily.motorsport.com,info@daily.motorsport.com,,2026-08-28,Sent,1
prestigeautomart,https://prestigeautomart.net,info@prestigeautomart.net,,2026-08-28,Sent,1
accounts,https://accounts.google.com,,058006205461,2026-08-28,No email,0
dawnwing,https://dawnwing.co.za,info@dawnwing.co.za,,2026-08-28,Sent,1
goldwagen,https://goldwagen.com,info@goldwagen.com,012 748 3800,2026-08-28,Sent,1
pinterest,https://pinterest.com,info@pinterest.com,,2026-08-28,Sent,1
nyc,https://nyc.teacherssupportnetwork.com,info@nyc.teacherssupportnetwork.com,,2026-08-28,Sent,1
reliablecouriers,https://reliablecouriers.com,info@reliablecouriers.com,,2026-08-28,Sent,1
mapquest,https://mapquest.com,help@mapquest.com,,2026-08-28,Sent,1
vastechcpt,https://vastechcpt.setmore.com,info@vas-tech.co.za,+27 78 786 1840,2026-08-28,Sent,1
sunwayautoparts,https://sunwayautoparts.com,info@sunwayautoparts.com,,2026-08-28,Sent,1
scienceinsights,https://scienceinsights.org,info@scienceinsights.org,,2026-08-28,Sent,1
ontrackautoservices,https://ontrackautoservices.co.za,info@ontrackautoservices.co.za,+27 79 087 0178,2026-08-28,Sent,1
tyrereviews,https://tyrereviews.com,info@tyrereviews.com,,2026-08-28,Sent,1
brookshirebrothers,https://brookshirebrothers.com,digital@brookshirebrothers.com,,2026-08-28,Sent,1
trimway,http://trimway.co.za,info@trimway.co.za,,2026-08-28,Sent,1
icmautoparts,https://icmautoparts.com,jeandre@icmautoparts.co.za,073 304 4824,2026-08-28,Sent,1
denton,https://denton.driverstestnow.com,info@denton.driverstestnow.com,,2026-08-28,Sent,1
powersports,https://powersports.honda.com,info@powersports.honda.com,,2026-08-28,Sent,1
cableplace,https://cableplace.co.za,info@cableplace.co.za,021 285 0471,2026-08-28,Sent,1
xclusiveautosound,https://xclusiveautosound.com,info@xclusiveautosound.com,,2026-08-28,Sent,1
workshopli,https://workshopli.com,hello@workshopli.com,,2026-08-28,Sent,1
africa,https://africa.michelin.com,info@africa.michelin.com,,2026-08-28,Sent,1
jarrardpreowned,https://jarrardpreowned.com,info@jarrardpreowned.com,,2026-08-31,Sent,1
maishatrack,https://maishatrack.com,info@maishatrack.com,,2026-08-31,Sent,1
laudeclassics,https://laudeclassics.com,info@laudeclassics.com,021 010 7113,2026-08-31,Sent,1
suspensionguru,https://suspensionguru.co.za,info@suspensionguru.co.za,051 285 0628,2026-08-31,Sent,1
gumtree,https://gumtree.co.za,artisan@prestigeawards.co.za,072 406 8119,2026-08-31,Sent,1
audioclinicnj,http://audioclinicnj.com,info@audioclinicnj.com,,2026-08-31,Sent,1
bikeexif,https://bikeexif.com,info@bikeexif.com,,2026-08-31,Sent,1
japanesecartrade,https://japanesecartrade.com,info@japanesecartrade.com,,2026-08-31,Sent,1
stores,https://stores.advanceautoparts.com,info@stores.advanceautoparts.com,,2026-08-31,Sent,1
barloworld,https://barloworld.com,info@barloworld.com,,2026-08-31,Sent,1
aaalimotx,https://aaalimotx.com,info@aaalimotx.com,,2026-08-31,Sent,1
vdparts,https://vdparts.sparcocapetown.com,info@vdparts.sparcocapetown.com,+27 83 298 3103,2026-08-31,Sent,1
houstonsignsandwraps,https://houstonsignsandwraps.com,info@houstonsignsandwraps.com,,2026-08-31,Sent,1
dsv,https://dsv.com,info@dsv.com,,2026-08-31,Sent,1
heyhalfway,https://heyhalfway.com,info@heyhalfway.com,080 425 3929,2026-08-31,Sent,1
huffmansauto,https://huffmansauto.com,info@huffmansauto.com,040 36040-3604,2026-08-31,Sent,1
za,https://za.top10place.com,info@za.top10place.com,,2026-08-31,Sent,1
mooresdowntown,https://mooresdowntown.com,info@mooresdowntown.com,,2026-08-31,Sent,1
400ink,https://400ink.com,orders@400ink.com,,2026-08-31,Sent,1
blueknobauto,https://blueknobauto.com,info@blueknobauto.com,,2026-08-31,Sent,1
napaonline,https://napaonline.com,info@napaonline.com,,2026-08-31,Sent,1
sullivantire,https://sullivantire.com,info@sullivantire.com,,2026-08-31,Sent,1
sony,https://sony.com,info@sony.com,,2026-08-31,Sent,1
sayellow,https://sayellow.com,info@sayellow.com,,2026-08-31,Sent,1
airportstaxitransfers,https://airportstaxitransfers.com,info@airportstaxitransfers.com,011121314151,2026-08-31,Sent,1
point-stvalley,https://point-stvalley.co.za,info@point-stvalley.co.za,,2026-08-31,Sent,1
bbb,https://bbb.org,rkieser@mybbb.org,,2026-08-31,Sent,1
2oceansvibe,https://2oceansvibe.com,info@2oceansvibe.com,,2026-08-31,Sent,1
ukgser,https://ukgser.com,info@ukgser.com,,2026-08-31,Sent,1
looking4spares,https://looking4spares.co.za,info@looking4spares.co.za,020201920182,2026-09-02,Sent,1
majesticmotorscapetown,https://majesticmotorscapetown.co.za,telesales1@majesticmotorscapetown.co.za,021 745 0900,2026-09-02,Sent,1
canada,https://canada.chamberofcommerce.com,info@canada.chamberofcommerce.com,,2026-09-02,Sent,1
halfwayfordgroup,https://halfwayfordgroup.co.za,waynem@halfwayfordwf.co.za,088 601 2376,2026-09-02,Sent,1
kleinmotorcompany,https://kleinmotorcompany.com,info@kleinmotorcompany.com,,2026-09-02,Sent,1
lakerscarclub,https://lakerscarclub.org,info@lakerscarclub.org,,2026-09-02,Sent,1
333signs,https://333signs.co.za,info@333signs.co.za,083 952 1088,2026-09-02,Sent,1
crankhandleclub,https://crankhandleclub.co.za,info@crankhandleclub.co.za,,2026-09-02,Sent,1
motorsportmedia,https://motorsportmedia.co.za,info@motorsportmedia.co.za,,2026-09-02,Sent,1
truckstore,https://truckstore.co.za,info@truckstore.co.za,,2026-09-02,Sent,1
superpages,https://superpages.com,support@thryv.com,,2026-09-02,Sent,1
deltecbatteries,https://deltecbatteries.com,info@deltecbatteries.com,,2026-09-02,Sent,1
autoparts-warehouse,https://autoparts-warehouse.co.za,info@autoparts-warehouse.co.za,,2026-09-02,Sent,1
iowavehiclegraphics,https://iowavehiclegraphics.com,info@iowavehiclegraphics.com,,2026-09-02,Sent,1
bobjohnsonautogroup,https://bobjohnsonautogroup.com,info@bobjohnsonautogroup.com,,2026-09-02,Sent,1
inverters,https://inverters.co.za,info@inverters.co.za,,2026-09-02,Sent,1
89signs,https://89signs.co.za,info@89signs.co.za,,2026-09-02,Sent,1
bellvilleathletics,https://bellvilleathletics.wixsite.com,info@bellvilleathletics.wixsite.com,,2026-09-02,Sent,1
legendautopanel,https://legendautopanel.co.za,reception@legendautopanel.co.za,021 386 2540,2026-09-02,Sent,1
trac-mac,https://trac-mac.com,sales@trac-mac.com,021 917 1172,2026-09-02,Sent,1
